Student,total_time,compiled,compiled_successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste
A2016\student6369,2720752.0,1019.0,794.0,54.0,91.0,19485.0,6337.0,16152.0,1330.0,0.004218319,1666.0,151.0,1.685185185,6.888955582
A2016\student6403,8501960.0,1032.0,711.0,714.0,842.0,32864.0,14282.0,27208.0,1818.0,0.004529073,7956.0,122.0,1.179271709,4.839869281
A2016\student6410,2857336.0,997.0,848.0,545.0,1004.0,14930.0,11330.0,12618.0,2840.0,0.027307954,8620.0,148.0,1.842201835,9.051972158
A2016\student6419,6771968.0,1258.0,953.0,886.0,2737.0,31250.0,12234.0,27179.0,2460.0,0.007484087,7221.0,284.0,3.089164786,7.018695472
A2016\student6462,5606136.0,1353.0,1109.0,424.0,934.0,33165.0,11054.0,29135.0,912.0,0.003884137,5780.0,139.0,2.202830189,3.767301038
A2016\student6468,1871960.0,572.0,466.0,44.0,113.0,13316.0,5066.0,11385.0,889.0,0.009803094,2744.0,162.0,2.568181818,6.687682216
A2016\student6484,8971480.0,1373.0,953.0,423.0,362.0,42902.0,14402.0,36987.0,2545.0,0.004620642,6041.0,110.0,0.855791962,6.862108922
A2016\student6497,10098736.0,1353.0,990.0,1066.0,1299.0,51736.0,28364.0,42364.0,6099.0,0.010755901,16358.0,328.0,1.218574109,6.640237193
A2016\student6507,8450808.0,1626.0,1323.0,822.0,1734.0,41974.0,15135.0,36019.0,1461.0,0.003747097,7067.0,939.0,2.109489051,4.480826376
A2016\student6516,6458752.0,1856.0,1172.0,496.0,558.0,30407.0,13073.0,25447.0,2346.0,0.007326957,6014.0,207.0,1.125,7.868806119
A2016\student6534,2197080.0,296.0,104.0,68.0,136.0,12953.0,3930.0,11305.0,684.0,0.006034828,1913.0,82.0,2.0,6.930998432
A2016\student6545,673840.0,89.0,60.0,24.0,141.0,3248.0,1244.0,2794.0,53.0,0.002608928,678.0,3.0,5.875,2.592920354
A2016\student6547,4121576.0,2395.0,2018.0,503.0,888.0,24290.0,11729.0,20213.0,1300.0,0.005889009,7316.0,157.0,1.765407555,3.317659923
A2016\student6548,566024.0,49.0,10.0,17.0,73.0,4527.0,910.0,3824.0,145.0,4.59e-05,14.0,2.0,4.294117647,1.857142857
A2016\student6550,7317016.0,1263.0,942.0,488.0,1093.0,36905.0,14899.0,31876.0,2864.0,0.009100431,8382.0,216.0,2.239754098,7.94416607
A2016\student6571,11325296.0,3534.0,2900.0,977.0,1463.0,63310.0,23075.0,54839.0,3508.0,0.005292577,11130.0,162.0,1.497441146,5.385444744
A2016\student6594,11535272.0,4816.0,3313.0,766.0,608.0,73838.0,42841.0,59754.0,9480.0,0.010024384,24085.0,381.0,0.793733681,4.80107951
A2016\student6604,36960.0,,,,,1.0,1.0,,,0.0,,,,
A2016\student6609,51600.0,,,,,370.0,7.0,10.0,,0.0,,,,
A2016\student6613,10812600.0,2273.0,1728.0,1240.0,2101.0,56162.0,18549.0,49306.0,2985.0,0.00430729,9476.0,227.0,1.694354839,4.914837484
A2016\student6617,2917736.0,664.0,336.0,280.0,396.0,21107.0,4748.0,18817.0,851.0,0.006939284,2034.0,161.0,1.414285714,9.954277286
A2016\student6631,6468840.0,1274.0,839.0,1019.0,2562.0,29360.0,11174.0,24719.0,1636.0,0.00199232,4917.0,83.0,2.514229637,2.621110433
A2016\student6634,1729960.0,222.0,108.0,157.0,346.0,11485.0,2494.0,10269.0,467.0,0.002269417,774.0,120.0,2.203821656,5.072351421
A2016\student6656,3736776.0,1647.0,1297.0,305.0,540.0,14355.0,5372.0,12004.0,768.0,0.003971605,2854.0,142.0,1.770491803,5.200070077
A2016\student6705,2895232.0,611.0,428.0,461.0,637.0,20598.0,10420.0,17725.0,876.0,0.006317974,7024.0,140.0,1.381778742,2.604214123
A2016\student6706,5102624.0,1616.0,1299.0,309.0,566.0,28143.0,11225.0,24283.0,945.0,0.004489455,6671.0,760.0,1.83171521,3.433967921
A2016\student6707,2923669.0,521.0,338.0,300.0,710.0,16268.0,7162.0,13475.0,2251.0,0.012745629,3691.0,221.0,2.366666667,10.09590897
A2016\student6711,37440.0,,,,,1.0,58.0,,,0.002831197,58.0,2.0,,1.827586207
A2016\student6720,348624.0,639.0,611.0,186.0,157.0,1508.0,2876.0,1226.0,107.0,0.020405939,2571.0,53.0,0.844086022,2.767016725
A2016\student6723,888392.0,225.0,105.0,28.0,,5209.0,2090.0,4420.0,484.0,0.015812839,1240.0,120.0,,11.32903226
A2016\student6728,4343416.0,1052.0,782.0,138.0,782.0,23130.0,11320.0,16559.0,2662.0,0.004153643,4955.0,312.0,5.666666667,3.640968718
A2016\student6743,2588536.0,552.0,474.0,137.0,336.0,13409.0,3376.0,11952.0,724.0,0.005227665,1366.0,346.0,2.452554745,9.906295754
A2016\student6776,6319056.0,2114.0,1544.0,464.0,519.0,38502.0,10411.0,26914.0,1175.0,0.00224543,5489.0,162.0,1.118534483,2.584988158
A2016\student6781,0.0,,,,,136.0,,,,,,,,
A2016\student6787,337448.0,74.0,50.0,16.0,79.0,2015.0,1526.0,1706.0,133.0,0.008140514,1096.0,56.0,4.9375,2.506386861
A2016\student6790,1813760.0,408.0,315.0,130.0,157.0,10629.0,3126.0,9355.0,391.0,0.006006307,1569.0,120.0,1.207692308,6.943275972
A2016\student6815,210216.0,108.0,95.0,18.0,40.0,1178.0,637.0,977.0,60.0,0.018214598,450.0,89.0,2.222222222,8.508888889
A2016\student6822,6688.0,4.0,,,,15.0,,,130.0,0.0,,,,
A2016\student6824,578600.0,117.0,91.0,59.0,50.0,3734.0,1682.0,3192.0,104.0,0.004187694,971.0,3.0,0.847457627,2.495365602
A2016\student6854,5243120.0,1067.0,832.0,603.0,918.0,37450.0,11748.0,32579.0,716.0,0.002353179,4924.0,162.0,1.52238806,2.505686434
A2016\student6874,8688.0,,,,,15.0,,,,0.0,,,,
A2016\student6877,6238240.0,1596.0,1186.0,716.0,697.0,39841.0,11687.0,34711.0,1220.0,0.002897933,4477.0,110.0,0.973463687,4.037971856
A2016\student6882,2167800.0,266.0,188.0,317.0,579.0,9720.0,7323.0,8045.0,459.0,0.005459452,5221.0,64.0,1.826498423,2.266807125
A2016\student6889,24.0,,,,,132.0,,,,0.0,,,,
A2016\student6913,372960.0,,,,,1.0,47.0,,,0.000225225,47.0,2.0,,1.787234043
A2016\student6924,57600.0,,,,,1.0,8.0,,,0.001475694,8.0,40.0,,10.625
A2016\student6953,261072.0,120.0,106.0,,,1356.0,207.0,1230.0,44.0,0.00021067,31.0,2.0,,1.774193548
A2016\student6956,3792886.0,465.0,336.0,494.0,830.0,24885.0,9025.0,21085.0,388.0,0.002424012,3604.0,65.0,1.680161943,2.551054384
A2016\student6960,9236536.0,1874.0,1328.0,890.0,1010.0,64227.0,30128.0,51139.0,9708.0,0.009377758,14058.0,222.0,1.134831461,6.161473894
A2016\student6973,3095664.0,765.0,640.0,362.0,832.0,16070.0,5945.0,14063.0,309.0,0.003115002,3241.0,73.0,2.298342541,2.97531626
A2016\student6978,37440.0,,,,,1.0,6.0,,,0.002270299,6.0,40.0,,14.16666667
A2016\student6992,8028088.0,1476.0,988.0,949.0,1166.0,37594.0,11394.0,32716.0,698.0,0.001695422,5303.0,162.0,1.228661749,2.566660381
A2016\student6995,1871432.0,526.0,413.0,136.0,269.0,10541.0,2750.0,9575.0,198.0,0.002685644,1624.0,153.0,1.977941176,3.094827586
A2016\student6999,6090288.0,1223.0,969.0,789.0,1323.0,31184.0,10708.0,27068.0,1217.0,0.002740757,5191.0,161.0,1.676806084,3.215565402
A2016\student7001,10649800.0,2122.0,1457.0,652.0,507.0,70046.0,16308.0,60331.0,4061.0,0.002783902,4407.0,127.0,0.777607362,6.727479011
A2016\student7013,48.0,,,,,9.0,,,,0.0,,,,
A2016\student7067,245672.0,85.0,81.0,32.0,,918.0,528.0,848.0,357.0,0.004330978,463.0,3.0,,2.298056156
A2016\student7080,19176704.0,8538.0,7322.0,1078.0,1143.0,97137.0,37819.0,27437.0,6032.0,0.004824865,27898.0,322.0,1.060296846,3.316545989
A2016\student7085,10276096.0,2389.0,1547.0,751.0,907.0,48265.0,17121.0,42877.0,3908.0,0.004149338,10596.0,247.0,1.207723036,4.024065685
A2016\student7090,940736.0,38.0,22.0,32.0,114.0,3815.0,1716.0,3255.0,61.0,0.003218756,1079.0,3.0,3.5625,2.806302132
A2016\student7119,9649272.0,2728.0,1791.0,1361.0,1163.0,52743.0,27109.0,42267.0,5734.0,0.00669066,14035.0,548.0,0.854518736,4.59992875
A2016\student7123,17568.0,3.0,1.0,,,211.0,25.0,167.0,3.0,0.0,,,,
A2016\student7125,11616.0,,,,,17.0,229.0,,,0.053460744,227.0,3.0,,2.735682819
A2016\student7135,37440.0,,,,,1.0,8.0,,,0.002003205,8.0,34.0,,9.375
A2016\student7153,27296.0,11.0,4.0,,,152.0,82.0,129.0,3.0,0.003883353,62.0,2.0,,1.709677419
A2016\student7165,1956640.0,553.0,386.0,162.0,36.0,12298.0,5366.0,10595.0,655.0,0.022112908,3526.0,974.0,0.222222222,12.27084515
A2016\student7173,5274496.0,1849.0,1467.0,297.0,596.0,25890.0,9068.0,22077.0,1162.0,0.002510192,4246.0,161.0,2.006734007,3.118228921
A2016\student7180,1970056.0,515.0,400.0,245.0,436.0,14265.0,7390.0,12064.0,437.0,0.008846449,4700.0,162.0,1.779591837,3.708085106
A2016\student7193,5153960.0,1384.0,1077.0,836.0,1688.0,24527.0,9024.0,21337.0,2087.0,0.011362331,5110.0,330.0,2.019138756,11.46007828
A2016\student7197,19824.0,18.0,14.0,,,169.0,29.0,138.0,3.0,0.016898709,6.0,84.0,,55.83333333
A2016\student7232,1968.0,,,,,2.0,2.0,,,0.0,,,,
A2016\student7249,6032448.0,1391.0,988.0,800.0,1175.0,31397.0,11227.0,26925.0,1573.0,0.00523353,6121.0,143.0,1.46875,5.15781735
A2016\student7255,2586304.0,245.0,116.0,312.0,493.0,14207.0,4021.0,12514.0,531.0,0.003066152,1658.0,67.0,1.580128205,4.782870929
A2016\student7258,5216160.0,1303.0,991.0,376.0,946.0,30446.0,7933.0,26937.0,751.0,0.002271403,3627.0,162.0,2.515957447,3.266611525
A2016\student7293,4548944.0,551.0,240.0,643.0,1285.0,22601.0,9682.0,18760.0,1492.0,0.004288907,4682.0,120.0,1.99844479,4.16702264
A2016\student7298,5253104.0,1196.0,1004.0,1031.0,1542.0,27566.0,9596.0,24438.0,665.0,0.002887055,5374.0,148.0,1.495635306,2.822106438
A2016\student7320,5254288.0,2895.0,2658.0,820.0,1434.0,25724.0,21611.0,18642.0,1889.0,0.007568485,10790.0,760.0,1.748780488,3.685542169
A2016\student7331,405824.0,153.0,125.0,63.0,308.0,1650.0,1124.0,1462.0,496.0,0.014565427,898.0,97.0,4.888888889,6.582405345
A2016\student7335,37440.0,,,,,1.0,,,6.0,0.0,,,,
A2016\student7341,9776608.0,2300.0,1456.0,900.0,1265.0,53965.0,16458.0,46432.0,4072.0,0.004311004,6161.0,322.0,1.405555556,6.840934913
A2016\student7346,3492296.0,1141.0,880.0,464.0,1754.0,18231.0,9433.0,15881.0,2317.0,0.005468036,6434.0,99.0,3.780172414,2.967982592
A2016\student7368,12172376.0,3059.0,2313.0,547.0,866.0,61975.0,17732.0,53635.0,3553.0,0.003835981,6724.0,257.0,1.583180987,6.944229625
A2016\student7386,956128.0,221.0,131.0,101.0,526.0,5429.0,5570.0,4381.0,1582.0,0.037835938,4444.0,184.0,5.207920792,8.140414041
A2016\student7392,5690080.0,1567.0,1381.0,671.0,2548.0,31723.0,18985.0,25621.0,2091.0,0.008491269,11092.0,20000.0,3.797317437,4.355932203
A2016\student7421,1437592.0,257.0,180.0,202.0,617.0,8386.0,2702.0,6907.0,296.0,0.001186707,637.0,3.0,3.054455446,2.678178964
A2016\student7425,,,,,,35.0,,,,,,,,
A2016\student7429,1179968.0,199.0,126.0,131.0,10.0,6575.0,2578.0,5782.0,746.0,0.008950243,1723.0,99.0,0.076335878,6.129425421
A2016\student7438,160.0,,,,,1.0,,1.0,,0.0,,,,
A2016\student7443,1402688.0,167.0,50.0,173.0,177.0,9947.0,2090.0,8830.0,369.0,0.00153491,797.0,58.0,1.023121387,2.701380176
A2016\student7457,5673904.0,1161.0,931.0,670.0,1199.0,29273.0,10624.0,24548.0,1226.0,0.002179099,4772.0,64.0,1.789552239,2.590947192
A2016\student7485,4802800.0,867.0,509.0,215.0,577.0,28443.0,8237.0,24667.0,2877.0,0.007665737,3391.0,162.0,2.68372093,10.85726924
A2016\student7492,222288.0,48.0,15.0,3.0,,1317.0,165.0,1232.0,78.0,0.00577629,87.0,68.0,,14.75862069
A2016\student7495,2319664.0,220.0,43.0,95.0,0.0,16442.0,3719.0,14421.0,698.0,0.006631133,1022.0,346.0,0.0,15.05088063
A2016\student7496,393048.0,82.0,19.0,3.0,9.0,2110.0,891.0,1735.0,107.0,0.008408642,458.0,267.0,3.0,7.216157205
A2016\student7507,5410656.0,1123.0,849.0,540.0,559.0,30636.0,8472.0,25729.0,645.0,0.002098082,3187.0,134.0,1.035185185,3.561970505
A2016\student7525,42720.0,,,16.0,0.0,27.0,1056.0,1.0,,0.075257491,1044.0,81.0,0.0,3.079501916
A2016\student7540,4316424.0,807.0,560.0,441.0,732.0,18893.0,7810.0,16309.0,1447.0,0.004003777,4487.0,120.0,1.659863946,3.851571206
A2016\student7589,316968.0,153.0,139.0,3.0,0.0,1835.0,357.0,1587.0,37.0,0.000239772,48.0,2.0,0.0,1.583333333
A2016\student7597,8312.0,1.0,,,,30.0,683.0,20.0,144.0,0.693455245,681.0,152.0,,8.464023495
A2016\student7616,8109224.0,2640.0,1961.0,571.0,1520.0,55130.0,16901.0,44314.0,3131.0,0.003421166,7038.0,322.0,2.661996497,3.9418869
A2016\student7643,0.0,,,,,15.0,,,,,,,,
A2016\student7655,1703480.0,358.0,248.0,223.0,366.0,8630.0,5176.0,6780.0,373.0,0.008014183,3240.0,199.0,1.641255605,4.213580247
A2016\student7665,10135128.0,2185.0,1635.0,1283.0,1484.0,52950.0,18820.0,35696.0,2316.0,0.002157743,8965.0,152.0,1.156664069,2.439375349
A2016\student7671,8229784.0,2307.0,1700.0,946.0,1423.0,54643.0,17821.0,46777.0,4935.0,0.00242959,7114.0,74.0,1.50422833,2.810655046
A2016\student7673,481760.0,28.0,11.0,57.0,232.0,1470.0,1003.0,1123.0,81.0,0.005272335,724.0,61.0,4.070175439,3.508287293
A2016\student7677,624.0,,,,,1.0,16.0,,,0.036858974,16.0,2.0,,1.4375
A2016\student7678,14235456.0,1942.0,1438.0,1175.0,1090.0,64175.0,23694.0,54313.0,6595.0,0.004197266,10550.0,251.0,0.927659574,5.663507109
A2016\student7697,736656.0,163.0,127.0,99.0,373.0,3110.0,1616.0,2533.0,227.0,0.00307199,884.0,3.0,3.767676768,2.559954751
A2016\student7704,1952496.0,190.0,82.0,231.0,241.0,14592.0,2771.0,12839.0,287.0,0.001355188,524.0,37.0,1.043290043,5.049618321
A2016\student7713,4732696.0,831.0,667.0,426.0,639.0,29560.0,11624.0,25062.0,669.0,0.012016407,6504.0,170.0,1.5,8.743849938
A2016\student7735,33600.0,1581.0,1564.0,204.0,374.0,76.0,2476.0,1.0,,0.186041667,2475.0,3.0,1.833333333,2.525656566
A2016\student7755,13543984.0,5858.0,4744.0,1192.0,2139.0,80984.0,33587.0,64685.0,7055.0,0.005454525,12750.0,760.0,1.794463087,5.794196078
A2016\student7771,10704.0,6.0,6.0,,,31.0,60.0,12.0,,0.007100149,46.0,2.0,,1.652173913
A2016\student7773,3860400.0,938.0,689.0,606.0,1037.0,18717.0,10022.0,15929.0,1072.0,0.004578541,6251.0,103.0,1.711221122,2.827547592
A2016\student7774,7864880.0,1369.0,886.0,763.0,1432.0,43404.0,16110.0,36339.0,3287.0,0.00294906,6137.0,162.0,1.876802097,3.779371028
A2016\student7791,152672.0,22.0,16.0,15.0,65.0,529.0,770.0,345.0,83.0,0.013912178,644.0,70.0,4.333333333,3.298136646
A2016\student7799,6216296.0,1679.0,1188.0,925.0,837.0,32501.0,12898.0,26288.0,2605.0,0.003293119,6276.0,120.0,0.904864865,3.26179095
A2016\student7802,9124408.0,2343.0,1654.0,981.0,1572.0,42622.0,15740.0,36614.0,2147.0,0.002993948,8379.0,176.0,1.602446483,3.260293591
A2016\student7810,5910168.0,1634.0,1256.0,589.0,1160.0,29384.0,11940.0,25704.0,987.0,0.012170212,7474.0,289.0,1.969439728,9.623762376
A2016\student7820,3983976.0,929.0,711.0,100.0,249.0,23322.0,15509.0,18333.0,3206.0,0.00721917,8203.0,154.0,2.49,3.506156284
A2016\student7823,1194856.0,580.0,517.0,53.0,3.0,5713.0,1542.0,5127.0,117.0,0.002656387,624.0,167.0,0.056603774,5.086538462
A2016\student7830,64696.0,18.0,14.0,5.0,6.0,147.0,534.0,80.0,147.0,0.057159639,482.0,145.0,1.2,7.67219917
A2016\student7834,0.0,,,,,69.0,,,,,,,,
A2016\student7857,726528.0,11.0,7.0,,,431.0,628.0,54.0,1.0,0.002216019,619.0,3.0,,2.600969305
A2016\student7868,656728.0,,,,,343.0,142.0,,143.0,0.000484219,142.0,3.0,,2.23943662
A2016\student7888,8335888.0,1564.0,958.0,1051.0,862.0,31921.0,18850.0,26057.0,3293.0,0.003611493,11153.0,143.0,0.820171265,2.699273738
A2016\student7891,8177168.0,2859.0,2220.0,751.0,1090.0,44470.0,19325.0,37245.0,2724.0,0.005518414,9038.0,974.0,1.451398136,4.992808143
A2016\student7911,3994744.0,856.0,556.0,762.0,897.0,21339.0,8961.0,18395.0,1215.0,0.005952071,5243.0,132.0,1.177165354,4.534999046
A2016\student7948,4068328.0,1033.0,769.0,290.0,788.0,23202.0,6226.0,20081.0,1000.0,0.004193615,2386.0,251.0,2.717241379,7.150461023
A2016\student7956,888200.0,88.0,58.0,71.0,277.0,3757.0,2339.0,3167.0,152.0,0.008087143,1787.0,74.0,3.901408451,4.019585898
A2016\student7970,3456816.0,760.0,629.0,374.0,665.0,21751.0,3842.0,19785.0,267.0,0.001173334,1177.0,63.0,1.778074866,3.446049278
A2016\student7977,37920.0,,,,,1.0,,,8.0,0.0,,,,
A2016\student7980,5165288.0,1480.0,777.0,694.0,933.0,27613.0,9213.0,23728.0,1253.0,0.006370797,4448.0,172.0,1.344380403,7.398156475
A2016\student7985,7738856.0,1522.0,1032.0,543.0,503.0,39140.0,14519.0,33361.0,2909.0,0.002462767,6831.0,156.0,0.926335175,2.79007466
A2016\student8004,20744.0,23.0,21.0,,,111.0,116.0,90.0,6.0,0.012051678,100.0,3.0,,2.5
A2016\student8006,7772936.0,1901.0,1513.0,881.0,1000.0,40948.0,18352.0,33130.0,2222.0,0.002817468,8204.0,150.0,1.13507378,2.669429547
A2016\student8025,36960.0,,,,,1.0,10.0,,,0.000324675,10.0,2.0,,1.2
A2016\student8029,3280056.0,857.0,632.0,351.0,1434.0,15533.0,6184.0,13692.0,546.0,0.004804186,3965.0,760.0,4.085470085,3.974274905
A2016\student8035,1685656.0,260.0,174.0,45.0,196.0,15033.0,3602.0,12220.0,343.0,0.000778925,309.0,42.0,4.355555556,4.249190939
A2016\student8043,7599176.0,2155.0,1345.0,540.0,691.0,39356.0,12791.0,33559.0,2061.0,0.002403287,5388.0,143.0,1.27962963,3.389569414
A2016\student8051,5737984.0,1075.0,782.0,511.0,1115.0,34214.0,15146.0,28302.0,1454.0,0.004367213,6896.0,220.0,2.181996086,3.633845708
A2016\student8055,167944.0,27.0,25.0,16.0,38.0,1038.0,235.0,888.0,52.0,0.00267351,59.0,36.0,2.375,7.610169492
A2016\student8067,5121448.0,1920.0,1124.0,546.0,1097.0,26952.0,8597.0,24025.0,1370.0,0.005892669,4875.0,120.0,2.009157509,6.190564103
A2016\student8069,1028352.0,116.0,81.0,118.0,531.0,4582.0,1577.0,4156.0,69.0,0.005066359,1041.0,88.0,4.5,5.004803074
A2016\student8085,9558128.0,1809.0,1466.0,640.0,615.0,63345.0,12323.0,56859.0,1123.0,0.001583678,3972.0,104.0,0.9609375,3.810926485
A2016\student8089,2948448.0,808.0,491.0,368.0,442.0,17306.0,8504.0,14855.0,1673.0,0.014767091,5246.0,220.0,1.201086957,8.299656881
A2016\student8100,1479408.0,216.0,155.0,204.0,655.0,6498.0,2620.0,5551.0,195.0,0.00275786,1506.0,3.0,3.210784314,2.709163347
A2016\student8110,6579168.0,1118.0,789.0,609.0,1269.0,39207.0,18027.0,31658.0,4954.0,0.008166534,9544.0,246.0,2.083743842,5.629610226
A2016\student8118,10124376.0,2584.0,1649.0,1478.0,2035.0,44307.0,14915.0,36680.0,2449.0,0.002102846,5960.0,188.0,1.376860622,3.572147651
A2016\student8119,275088.0,,,,,232.0,,1.0,,0.0,,,,
A2016\student8124,413976.0,21.0,18.0,92.0,212.0,2501.0,2344.0,2083.0,357.0,0.028110325,1941.0,115.0,2.304347826,5.995363215
A2016\student8133,1876080.0,334.0,219.0,174.0,302.0,11498.0,3355.0,9935.0,552.0,0.005451793,1365.0,120.0,1.735632184,7.493040293
A2016\student8139,2975688.0,691.0,577.0,365.0,848.0,14886.0,7108.0,12861.0,590.0,0.003509104,4426.0,83.0,2.323287671,2.35924085
A2016\student8152,3151896.0,831.0,560.0,412.0,540.0,15729.0,7354.0,13265.0,430.0,0.002687906,3382.0,164.0,1.310679612,2.505026611
A2016\student8157,3122872.0,838.0,544.0,272.0,426.0,17479.0,4895.0,15309.0,360.0,0.001872635,1920.0,83.0,1.566176471,3.045833333
A2016\student8187,2094344.0,211.0,83.0,368.0,541.0,11191.0,6689.0,9222.0,997.0,0.006510392,4030.0,120.0,1.470108696,3.38337469
A2016\student8189,48.0,,,,,16.0,,,,0.0,,,,
A2016\student8192,2926080.0,534.0,387.0,589.0,952.0,15298.0,4761.0,13267.0,307.0,0.001688607,2078.0,37.0,1.616298812,2.377767084
A2016\student8195,3857760.0,1007.0,512.0,344.0,345.0,21617.0,5355.0,18916.0,904.0,0.002659834,2026.0,322.0,1.002906977,5.064659427
A2016\student8199,5199304.0,1381.0,1068.0,570.0,822.0,24031.0,13341.0,19777.0,2704.0,0.004404436,7917.0,322.0,1.442105263,2.892509789
A2016\student8209,48.0,,,,,11.0,,,,0.0,,,,
A2016\student8224,8805992.0,1273.0,842.0,712.0,636.0,52288.0,16186.0,45640.0,1500.0,0.003704409,7189.0,760.0,0.893258427,4.53762693
A2016\student8264,4002072.0,493.0,263.0,726.0,515.0,17637.0,4271.0,15511.0,836.0,0.004736796,1718.0,122.0,0.709366391,11.03434226
A2016\student8288,3051024.0,404.0,259.0,385.0,520.0,21558.0,7829.0,18240.0,868.0,0.008651194,2653.0,9301.0,1.350649351,9.94911421
A2016\student8295,4798280.0,1125.0,726.0,508.0,401.0,24919.0,8930.0,21752.0,1748.0,0.005790617,4985.0,120.0,0.789370079,5.573721163
A2016\student8308,176.0,1.0,1.0,,,2.0,30.0,,,0.289772727,29.0,2.0,,1.75862069
A2016\student8317,4279120.0,968.0,579.0,453.0,874.0,20069.0,6960.0,16853.0,1847.0,0.004346688,2870.0,83.0,1.929359823,6.480836237
A2016\student8319,772536.0,72.0,37.0,51.0,148.0,4595.0,1341.0,3969.0,273.0,0.001984374,558.0,51.0,2.901960784,2.747311828
A2016\student8329,5973344.0,1320.0,907.0,874.0,672.0,32331.0,13105.0,27093.0,2305.0,0.005894688,6159.0,432.0,0.768878719,5.716999513
A2016\student8337,15881440.0,3340.0,2742.0,732.0,1423.0,89926.0,21757.0,79339.0,3235.0,0.002258611,8336.0,107.0,1.943989071,4.303023033
A2016\student8349,48.0,,,,,9.0,,,,0.0,,,,
A2016\student8357,9486976.0,2457.0,1955.0,943.0,1166.0,46301.0,13324.0,40782.0,2910.0,0.005054087,7816.0,102.0,1.236479321,6.134595701
A2016\student8363,7219040.0,2036.0,1648.0,510.0,1295.0,45019.0,14313.0,38709.0,3076.0,0.001956216,6348.0,30.0,2.539215686,2.224637681
A2016\student8367,1638056.0,279.0,217.0,74.0,154.0,10052.0,1374.0,9052.0,301.0,0.001156249,160.0,125.0,2.081081081,11.8375
A2016\student8370,33120.0,4064.0,4000.0,512.0,304.0,53.0,2617.0,1.0,,0.200634058,2616.0,3.0,0.59375,2.540137615
A2016\student8387,72.0,,,,,10.0,,,,0.0,,,,
A2016\student8389,1056.0,,,,,139.0,,,,0.0,,,,
A2016\student8393,6288.0,,,,,4.0,299.0,,83.0,0.124522901,299.0,3.0,,2.618729097
A2016\student8419,1308960.0,296.0,152.0,101.0,183.0,8541.0,1824.0,7353.0,680.0,0.002158966,295.0,72.0,1.811881188,9.579661017
A2016\student8430,5399312.0,1362.0,915.0,1258.0,3236.0,20138.0,12153.0,16817.0,728.0,0.005355497,8208.0,760.0,2.572337043,3.522904483
A2016\student8444,796608.0,648.0,627.0,218.0,571.0,2542.0,3446.0,1902.0,288.0,0.00910611,2944.0,3.0,2.619266055,2.463994565
A2016\student8480,6804760.0,1163.0,713.0,1042.0,2150.0,34526.0,15679.0,28436.0,2717.0,0.003148825,6308.0,136.0,2.063339731,3.396797717
A2016\student8497,3182480.0,425.0,340.0,217.0,557.0,15444.0,3029.0,13834.0,144.0,0.002495538,1401.0,3000.0,2.566820276,5.668807994
A2016\student8518,12729656.0,2983.0,2078.0,757.0,1321.0,66092.0,26805.0,56546.0,5269.0,0.005291345,15358.0,446.0,1.745046235,4.385792421
A2016\student8520,1800744.0,294.0,207.0,242.0,947.0,9907.0,3774.0,8272.0,428.0,0.0020436,1421.0,3.0,3.91322314,2.589725545
A2016\student8524,168.0,,,1.0,,7.0,,,,0.0,,,,
A2016\student8532,135096.0,12.0,9.0,62.0,,382.0,1173.0,286.0,510.0,0.024863801,1095.0,47.0,,3.067579909
A2016\student8540,4986624.0,833.0,514.0,755.0,1036.0,23654.0,8812.0,20823.0,1249.0,0.003832453,5140.0,120.0,1.37218543,3.718093385
A2016\student8552,7451920.0,1228.0,1083.0,465.0,1143.0,33649.0,9978.0,29227.0,1011.0,0.001470762,4314.0,157.0,2.458064516,2.5405656
A2016\student8560,5349072.0,599.0,369.0,746.0,684.0,34053.0,6898.0,29906.0,3228.0,0.000959232,1740.0,113.0,0.91689008,2.948850575
A2016\student8561,2767304.0,383.0,211.0,348.0,394.0,15608.0,5549.0,13554.0,779.0,0.003622298,3132.0,79.0,1.132183908,3.200510856
A2016\student8576,10265848.0,4190.0,3170.0,1255.0,1073.0,52065.0,26700.0,42665.0,5175.0,0.004764536,15595.0,300.0,0.85498008,3.136389869
A2016\student8580,296136.0,65.0,54.0,8.0,,1296.0,662.0,897.0,54.0,0.000783424,136.0,2.0,,1.705882353
A2016\student8593,5480.0,3.0,,,,144.0,7.0,52.0,,0.0,,,,
A2016\student8598,3182240.0,735.0,496.0,362.0,562.0,14612.0,7426.0,12096.0,2275.0,0.009660491,4371.0,160.0,1.552486188,7.033173187
A2016\student8599,9669720.0,2156.0,1550.0,900.0,1806.0,39430.0,13715.0,33808.0,2007.0,0.002484043,7002.0,176.0,2.006666667,3.430448443
A2016\student8626,1675888.0,408.0,234.0,72.0,0.0,9978.0,1431.0,9156.0,608.0,0.000918319,487.0,53.0,0.0,3.160164271
A2016\student8631,57.0,,,,,3.0,2.0,1.0,390.0,0.0,,,,
A2016\student8638,48.0,,,,,1.0,2.0,,,0.0,,,,
A2016\student8665,8746480.0,1629.0,1065.0,915.0,1368.0,48427.0,15326.0,41736.0,3771.0,0.005766205,7301.0,153.0,1.495081967,6.907820846
A2016\student8670,2845832.0,517.0,262.0,724.0,1336.0,16687.0,10738.0,14076.0,2376.0,0.017100447,7690.0,160.0,1.845303867,6.328348505
